Unnamed: 0,TIME,STEP,STEP_NAME,PARAM_ALIAS,VALUE
0,2023-10-02 11:02:41.000,0,STANDBY,TEMP_PROFILE_5,303.8729622163769
1,2023-10-02 11:02:42.000,0,STANDBY,TEMP_PROFILE_5,303.30997373791945
2,2023-10-02 11:02:42.990,0,STANDBY,TEMP_PROFILE_5,303.7631169939377
3,2023-10-02 11:02:43.985,0,STANDBY,TEMP_PROFILE_5,303.8246385446034
4,2023-10-02 11:02:44.980,0,STANDBY,TEMP_PROFILE_5,303.3191000059779
5,2023-10-02 11:02:45.975,0,STANDBY,TEMP_PROFILE_5,303.3925008493732
6,2023-10-02 11:02:46.970,0,STANDBY,TEMP_PROFILE_5,303.28192368865876
7,2023-10-02 11:02:47.965,0,STANDBY,TEMP_PROFILE_5,303.57492571730404
8,2023-10-02 11:02:48.960,0,STANDBY,TEMP_PROFILE_5,303.20009219135994
9,2023-10-02 11:02:49.955,0,STANDBY,TEMP_PROFILE_5,302.8359907832407
10,2023-10-02 11:02:50.950,0,STANDBY,TEMP_PROFILE_5,302.88503793588654
11,2023-10-02 11:02:51.945,0,STANDBY,TEMP_PROFILE_5,302.8609095603533
12,2023-10-02 11:02:52.940,0,STANDBY,TEMP_PROFILE_5,303.5101786200934
13,2023-10-02 11:02:53.935,0,STANDBY,TEMP_PROFILE_5,303.1554524423001
14,2023-10-02 11:02:54.930,0,STANDBY,TEMP_PROFILE_5,303.259306815219
15,2023-10-02 11:02:55.925,0,STANDBY,TEMP_PROFILE_5,302.86187114985916
16,2023-10-02 11:02:56.920,0,STANDBY,TEMP_PROFILE_5,303.2365465917624
17,2023-10-02 11:02:57.915,0,STANDBY,TEMP_PROFILE_5,303.070736723677
18,2023-10-02 11:02:58.910,0,STANDBY,TEMP_PROFILE_5,302.97786081024816
19,2023-10-02 11:02:59.905,0,STANDBY,TEMP_PROFILE_5,303.04457615259633
20,2023-10-02 11:03:00.900,0,STANDBY,TEMP_PROFILE_5,303.21119629827984
21,2023-10-02 11:03:01.895,0,STANDBY,TEMP_PROFILE_5,302.9222643691359
22,2023-10-02 11:03:02.890,0,STANDBY,TEMP_PROFILE_5,302.77644140257183
23,2023-10-02 11:03:03.885,0,STANDBY,TEMP_PROFILE_5,303.16648510018035
24,2023-10-02 11:03:04.880,0,STANDBY,TEMP_PROFILE_5,302.90655594766025
25,2023-10-02 11:03:05.875,0,STANDBY,TEMP_PROFILE_5,302.6352672357923
26,2023-10-02 11:03:06.870,0,STANDBY,TEMP_PROFILE_5,303.0275145672378
27,2023-10-02 11:03:07.865,0,STANDBY,TEMP_PROFILE_5,302.6478314104157
28,2023-10-02 11:03:08.860,0,STANDBY,TEMP_PROFILE_5,302.6778988104984
29,2023-10-02 11:03:09.855,0,STANDBY,TEMP_PROFILE_5,302.81668471780637
30,2023-10-02 11:03:10.850,0,STANDBY,TEMP_PROFILE_5,302.81293722482474
31,2023-10-02 11:03:11.845,0,STANDBY,TEMP_PROFILE_5,303.609410183177
32,2023-10-02 11:03:12.840,0,STANDBY,TEMP_PROFILE_5,302.77521992212763
33,2023-10-02 11:03:13.835,0,STANDBY,TEMP_PROFILE_5,302.2803418576556
34,2023-10-02 11:03:14.830,0,STANDBY,TEMP_PROFILE_5,302.18605656604115
35,2023-10-02 11:03:15.825,0,STANDBY,TEMP_PROFILE_5,302.07175887272854
36,2023-10-02 11:03:16.820,0,STANDBY,TEMP_PROFILE_5,302.44146068603163
37,2023-10-02 11:03:17.815,0,STANDBY,TEMP_PROFILE_5,302.5286585528246
38,2023-10-02 11:03:18.810,0,STANDBY,TEMP_PROFILE_5,302.11179201823535
39,2023-10-02 11:03:19.805,0,STANDBY,TEMP_PROFILE_5,302.16084551368846
40,2023-10-02 11:03:20.800,0,STANDBY,TEMP_PROFILE_5,301.81408476394614
41,2023-10-02 11:03:21.795,0,STANDBY,TEMP_PROFILE_5,302.1014790601131
42,2023-10-02 11:03:22.790,0,STANDBY,TEMP_PROFILE_5,301.8538655076846
43,2023-10-02 11:03:23.785,0,STANDBY,TEMP_PROFILE_5,301.9609404194762
44,2023-10-02 11:03:24.780,0,STANDBY,TEMP_PROFILE_5,302.0081089753851
45,2023-10-02 11:03:25.775,0,STANDBY,TEMP_PROFILE_5,302.0645111080904
46,2023-10-02 11:03:26.770,0,STANDBY,TEMP_PROFILE_5,302.08987885750605
47,2023-10-02 11:03:27.765,0,STANDBY,TEMP_PROFILE_5,301.96605583073284
48,2023-10-02 11:03:28.760,0,STANDBY,TEMP_PROFILE_5,302.3275261027179
49,2023-10-02 11:03:29.755,0,STANDBY,TEMP_PROFILE_5,302.1640553008067
50,2023-10-02 11:03:30.750,0,STANDBY,TEMP_PROFILE_5,301.74658966975005
51,2023-10-02 11:03:31.745,0,STANDBY,TEMP_PROFILE_5,301.7476732333238
52,2023-10-02 11:03:32.740,0,STANDBY,TEMP_PROFILE_5,301.5375667295524
53,2023-10-02 11:03:33.735,0,STANDBY,TEMP_PROFILE_5,301.9174863861336
54,2023-10-02 11:03:34.730,0,STANDBY,TEMP_PROFILE_5,302.2809363577086
55,2023-10-02 11:03:35.725,0,STANDBY,TEMP_PROFILE_5,301.4242438347659
56,2023-10-02 11:03:36.720,0,STANDBY,TEMP_PROFILE_5,301.7938031876477
57,2023-10-02 11:03:37.715,0,STANDBY,TEMP_PROFILE_5,301.6819146883261
58,2023-10-02 11:03:38.710,0,STANDBY,TEMP_PROFILE_5,301.6461385682006
59,2023-10-02 11:03:39.705,0,STANDBY,TEMP_PROFILE_5,301.39793780424907
60,2023-10-02 11:03:40.700,0,STANDBY,TEMP_PROFILE_5,301.76350640096433
61,2023-10-02 11:03:41.695,0,STANDBY,TEMP_PROFILE_5,301.36401838937934
