Unnamed: 0,TIME,STEP,STEP_NAME,PARAM_ALIAS,VALUE
0,2023-10-02 11:02:41.000,0,STANDBY,TEMP_PROFILE_1,317.1742935249714
1,2023-10-02 11:02:42.000,0,STANDBY,TEMP_PROFILE_1,317.07593657341977
2,2023-10-02 11:02:42.990,0,STANDBY,TEMP_PROFILE_1,317.0932053465428
3,2023-10-02 11:02:43.985,0,STANDBY,TEMP_PROFILE_1,316.97307088573115
4,2023-10-02 11:02:44.980,0,STANDBY,TEMP_PROFILE_1,316.97350941888845
5,2023-10-02 11:02:45.975,0,STANDBY,TEMP_PROFILE_1,316.8221041377044
6,2023-10-02 11:02:46.970,0,STANDBY,TEMP_PROFILE_1,316.88238693115056
7,2023-10-02 11:02:47.965,0,STANDBY,TEMP_PROFILE_1,316.7541463524307
8,2023-10-02 11:02:48.960,0,STANDBY,TEMP_PROFILE_1,316.7346874929873
9,2023-10-02 11:02:49.955,0,STANDBY,TEMP_PROFILE_1,316.6165674142915
10,2023-10-02 11:02:50.950,0,STANDBY,TEMP_PROFILE_1,316.66572176234666
11,2023-10-02 11:02:51.945,0,STANDBY,TEMP_PROFILE_1,316.5762145479432
12,2023-10-02 11:02:52.940,0,STANDBY,TEMP_PROFILE_1,316.529255204391
13,2023-10-02 11:02:53.935,0,STANDBY,TEMP_PROFILE_1,316.5653927675513
14,2023-10-02 11:02:54.930,0,STANDBY,TEMP_PROFILE_1,316.5155996963853
15,2023-10-02 11:02:55.925,0,STANDBY,TEMP_PROFILE_1,316.409489655892
16,2023-10-02 11:02:56.920,0,STANDBY,TEMP_PROFILE_1,316.4098592365429
17,2023-10-02 11:02:57.915,0,STANDBY,TEMP_PROFILE_1,316.301276002752
18,2023-10-02 11:02:58.910,0,STANDBY,TEMP_PROFILE_1,316.34894567141293
19,2023-10-02 11:02:59.905,0,STANDBY,TEMP_PROFILE_1,316.26194594707033
20,2023-10-02 11:03:00.900,0,STANDBY,TEMP_PROFILE_1,316.28459707666076
